auditid;HoldHeatSetpoint;HoldCoolSetpoint;NonProgrammableHeatSetpoint;NonProgrammableCoolSetpoint;SystemSwitchSetting;FanMode;ScheduleOnOff;HoldMode;ContinuousBacklight;Degrees;TempOffset;HumidityOffset;LocalHumidityDisplayEnabled;OutdoorTempDisplayEnabled;LocalTimeDisplayEnabled;HeatCycleRate;CoolCycleRate;AuxCycleRate;FastSecondStageHeat;FastSecondStageCool;FastSecondStageAux;ComfortRecovery;Id;Updated
5038649;255;255;67;70;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-01 21:30:58
5041506;255;255;65;70;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-01 21:31:22
5042442;68;83;68;78;heat;on;1;1;0;F;0;0;1;0;1;0;0;1;1;1;1;0;2764;2014-12-01 15:09:47
5043626;255;255;64;70;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-01 22:51:14
5044499;255;255;61;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-01 20:00:09
5047658;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 02:22:43
5047966;255;255;63;70;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-02 00:40:59
5048508;255;255;65;70;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-02 06:18:20
5052260;255;255;61;73;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 06:07:26
5053282;255;255;72;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-12-01 10:22:56
5053283;255;255;73;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-12-02 09:11:30
5053389;255;255;72;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-12-02 09:11:32
5056085;255;255;68;78;heat;on;1;0;0;F;0;0;1;0;1;0;0;1;1;1;1;0;2764;2014-12-01 23:30:07
5065136;255;255;61;76;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 08:35:21
5065191;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 17:28:20
5069825;255;255;61;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 17:29:53
5070308;255;255;65;70;off;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-02 06:35:39
5072499;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 19:51:19
5072588;255;255;61;73;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 21:05:55
5072715;255;255;65;70;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-02 20:06:39
5074676;255;255;61;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 21:07:52
5076459;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 22:05:00
5077041;69;83;68;78;heat;on;1;1;0;F;0;0;1;0;1;0;0;1;1;1;1;0;2764;2014-12-02 11:18:19
5078509;255;255;61;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-02 23:04:46
5081606;255;255;65;70;off;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-02 21:11:49
5082558;255;255;65;70;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-03 06:15:09
5083777;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-03 01:08:04
5085204;255;255;61;76;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-03 07:39:36
5088664;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-03 08:37:40
5090735;255;255;68;78;heat;on;1;0;0;F;0;0;1;0;1;0;0;1;1;1;1;0;2764;2014-12-02 23:30:35
5091505;255;255;66;71;heat;auto;0;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;5862;2014-11-30 17:44:16
5092165;255;255;61;76;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-03 11:51:24
5093042;255;255;69;61;heat;on;1;0;0;F;0;0;0;0;1;1;1;1;1;1;1;0;16188;2014-11-30 17:09:07
5096307;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-03 15:48:12
5096484;70;83;69;61;heat;on;1;1;0;F;0;0;0;0;1;1;1;1;1;1;1;0;16188;2014-12-03 16:18:30
5097035;255;255;61;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-03 18:19:35
5101851;255;255;61;73;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-03 18:48:12
5104368;69;83;68;78;heat;on;1;1;0;F;0;0;1;0;1;0;0;1;1;1;1;0;2764;2014-12-03 14:18:50
5104548;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-03 21:54:31
5106087;255;255;61;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-03 23:46:06
5109316;255;255;61;76;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-04 02:47:20
5118704;255;255;61;77;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-04 07:20:44
5122498;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-04 16:03:28
5123442;255;255;61;76;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-04 18:08:10
5125434;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-04 18:46:23
5126513;255;255;61;74;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-04 20:03:58
5126875;255;255;65;70;off;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-03 06:54:15
5129979;255;255;65;70;off;auto;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;2693;2014-12-04 20:58:17
5130566;255;255;61;73;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-04 20:44:25
5136132;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-04 22:50:39
5136975;255;255;61;76;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-05 07:33:47
5138510;255;255;73;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-12-02 09:15:00
5139137;255;255;61;75;cool;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;16390;2014-12-05 08:19:01
5140111;255;255;72;74;heat;on;0;0;0;F;0;0;1;0;1;1;1;1;1;1;1;0;13265;2014-12-05 09:40:26
